k,Algorithm,Beta,Precision,Recall,Cost,Iterations
10,km++,1,0.9608000000000001,0.9608000000000001,19640296.069090366,1.08
10,ls,1,0.0,0.0,0.0,0.0
10,Tkm++,0.001,0.9780800000000001,0.9780800000000001,20037277.709148876,45.67999999999999
10,Tkm++,0.125,0.97776,0.97776,20029377.486422442,48.48
10,Tkm++,0.25,0.97768,0.97768,20023293.38528061,45.8
10,Tkm++,0.5,0.9778400000000002,0.9778400000000002,20026236.16766168,48.28
10,Tkm++,0.75,0.97752,0.97752,20016854.666797854,51.720000000000006
10,Tkm++,1,0.9779199999999999,0.9779199999999999,20034817.55004092,48.68000000000001
15,km++,1,0.9471999999999999,0.9471999999999999,19394171.390490197,1.04
15,ls,1,0.0,0.0,0.0,0.0
15,Tkm++,0.001,0.97392,0.97392,20045143.09053839,59.919999999999995
15,Tkm++,0.125,0.9735199999999999,0.9735199999999999,20039593.786761418,61.839999999999996
15,Tkm++,0.25,0.97312,0.97312,20029323.64303163,63.48
15,Tkm++,0.5,0.9736,0.9736,20037651.18454066,57.760000000000005
15,Tkm++,0.75,0.9736799999999999,0.9736799999999999,20039967.576793633,60.6
15,Tkm++,1,0.9735999999999999,0.9735999999999999,20043589.914782323,56.160000000000004
20,km++,1,0.9400000000000001,0.9400000000000001,19221887.33393092,1.0
20,ls,1,0.0,0.0,0.0,0.0
20,Tkm++,0.001,0.97536,0.97536,20085933.19607852,68.36
20,Tkm++,0.125,0.9761599999999999,0.9761599999999999,20110788.841129553,73.36000000000001
20,Tkm++,0.25,0.9748800000000001,0.9748800000000001,20076086.293300323,68.64000000000001
20,Tkm++,0.5,0.97552,0.97552,20089653.300357096,65.16
20,Tkm++,0.75,0.9752799999999999,0.9752799999999999,20089201.506209087,66.32000000000001
20,Tkm++,1,0.9754400000000001,0.9754400000000001,20085773.28180776,69.96000000000001
25,km++,1,0.9264000000000001,0.9264000000000001,18844671.223052904,1.4
25,ls,1,0.0,0.0,0.0,0.0
25,Tkm++,0.001,0.9703199999999998,0.9703199999999998,19916020.28068297,74.72
25,Tkm++,0.125,0.9708799999999999,0.9708799999999999,19923462.46461744,68.67999999999999
25,Tkm++,0.25,0.9715200000000002,0.9715200000000002,19950867.44539965,70.6
25,Tkm++,0.5,0.9707999999999999,0.9707999999999999,19927634.740779318,71.72
25,Tkm++,0.75,0.9716000000000001,0.9716000000000001,19945444.798573617,71.28
25,Tkm++,1,0.9707199999999998,0.9707199999999998,19926003.197996985,78.16
