n,d,k,rang,z,sigma,runk,Run 1 cost,Run 2 cost,Run 3 cost,Run 4 cost,Run 5 cost,Run 6 cost,Run 7 cost,Run 8 cost,Run 9 cost,Run 10 cost,Average,av prec,max prec,av recall,max recall
10070,2,20,50,50,5,27,19.88,16.14,16.24,14.84,15.04,17.08,23.46,17.74,15.24,19.04,17.47,0.6259513626463832,0.6399088212491996,1.0,1.0
10070,2,20,50,50,5,28,19.88,16.14,16.24,14.84,15.04,17.08,23.46,17.74,15.24,19.04,17.47,0.6048749066348688,0.6201871657754011,1.0,1.0
10070,2,20,50,50,5,29,19.88,16.14,16.24,14.84,15.04,17.08,23.46,17.74,15.24,19.04,17.47,0.5882324836357096,0.6125680770842062,1.0,1.0
10070,15,20,50,50,5,20,115.5,55.5,45.5,55.5,45.5,65.5,55.5,65.5,65.5,65.5,63.5,0.9890000000000001,1.0,0.9890000000000001,1.0
10070,15,20,50,50,5,21,115.5,55.5,45.5,55.5,45.5,65.5,55.5,65.5,65.5,65.5,63.5,0.9466666666666667,0.9523809523809523,0.9940000000000001,1.0
10070,15,20,50,50,5,22,115.5,55.5,45.5,55.5,45.5,65.5,55.5,65.5,65.5,65.5,63.5,0.908181818181818,0.909090909090909,0.999,1.0
10070,15,20,50,50,5,23,115.5,55.5,45.5,55.5,45.5,65.5,55.5,65.5,65.5,65.5,63.5,0.8695652173913044,0.8695652173913044,1.0,1.0
10070,15,20,50,50,5,24,115.5,55.5,45.5,55.5,45.5,65.5,55.5,65.5,65.5,65.5,63.5,0.8333333333333333,0.8333333333333333,1.0,1.0
10070,15,20,50,50,5,25,115.5,55.5,45.5,55.5,45.5,65.5,55.5,65.5,65.5,65.5,63.5,0.7999999999999999,0.7999999999999999,1.0,1.0
10070,15,20,50,50,5,26,115.5,55.5,45.5,55.5,45.5,65.5,55.5,65.5,65.5,65.5,63.5,0.7692307692307693,0.7692307692307693,1.0,1.0
10070,15,20,50,50,5,27,115.5,55.5,45.5,55.5,45.5,65.5,55.5,65.5,65.5,65.5,63.5,0.7407407407407406,0.7407407407407406,1.0,1.0
10070,15,20,50,50,5,28,115.5,55.5,45.5,55.5,45.5,65.5,55.5,65.5,65.5,65.5,63.5,0.7142857142857143,0.7142857142857143,1.0,1.0
10070,15,20,50,50,5,29,115.5,55.5,45.5,55.5,45.5,65.5,55.5,65.5,65.5,65.5,63.5,0.6896551724137933,0.6896551724137933,1.0,1.0
10120,2,20,50,100,5,20,34.28,40.52,47.6,39.96,60.8,38.98,40.46,39.92,39.34,50.34,43.220000000000006,0.822244673201195,0.863973273103708,0.999,1.0
10120,2,20,50,100,5,21,34.28,40.52,47.6,39.96,60.8,38.98,40.46,39.92,39.34,50.34,43.220000000000006,0.800318500756282,0.8221960969787057,1.0,1.0
10120,2,20,50,100,5,22,34.28,40.52,47.6,39.96,60.8,38.98,40.46,39.92,39.34,50.34,43.220000000000006,0.7745211752432143,0.8183784331610419,0.999,1.0
10120,2,20,50,100,5,23,34.28,40.52,47.6,39.96,60.8,38.98,40.46,39.92,39.34,50.34,43.220000000000006,0.7417101532340686,0.7768091168091168,1.0,1.0
10120,2,20,50,100,5,24,34.28,40.52,47.6,39.96,60.8,38.98,40.46,39.92,39.34,50.34,43.220000000000006,0.7147122036287775,0.7450176132934754,1.0,1.0
10120,2,20,50,100,5,25,34.28,40.52,47.6,39.96,60.8,38.98,40.46,39.92,39.34,50.34,43.220000000000006,0.6919725813468861,0.7084707695386226,1.0,1.0
10120,2,20,50,100,5,26,34.28,40.52,47.6,39.96,60.8,38.98,40.46,39.92,39.34,50.34,43.220000000000006,0.6677738733272659,0.6932358705439907,1.0,1.0
10120,2,20,50,100,5,27,34.28,40.52,47.6,39.96,60.8,38.98,40.46,39.92,39.34,50.34,43.220000000000006,0.6443939017476608,0.6657831091785485,1.0,1.0
10120,2,20,50,100,5,28,34.28,40.52,47.6,39.96,60.8,38.98,40.46,39.92,39.34,50.34,43.220000000000006,0.6186293471445273,0.6382115749525618,1.0,1.0
10120,2,20,50,100,5,29,34.28,40.52,47.6,39.96,60.8,38.98,40.46,39.92,39.34,50.34,43.220000000000006,0.6050541921082717,0.6215679086884021,1.0,1.0
10120,15,20,50,100,5,20,125.5,115.5,155.5,145.5,145.5,165.5,125.5,115.5,145.5,145.5,138.5,0.9710000000000003,1.0,0.9710000000000003,1.0
10120,15,20,50,100,5,21,125.5,115.5,155.5,145.5,145.5,165.5,125.5,115.5,145.5,145.5,138.5,0.9400000000000001,0.9523809523809523,0.9870000000000001,1.0
10120,15,20,50,100,5,22,125.5,115.5,155.5,145.5,145.5,165.5,125.5,115.5,145.5,145.5,138.5,0.908181818181818,0.909090909090909,0.999,1.0
10120,15,20,50,100,5,23,125.5,115.5,155.5,145.5,145.5,165.5,125.5,115.5,145.5,145.5,138.5,0.8695652173913044,0.8695652173913044,1.0,1.0
10120,15,20,50,100,5,24,125.5,115.5,155.5,145.5,145.5,165.5,125.5,115.5,145.5,145.5,138.5,0.8333333333333333,0.8333333333333333,1.0,1.0
10120,15,20,50,100,5,25,125.5,115.5,155.5,145.5,145.5,165.5,125.5,115.5,145.5,145.5,138.5,0.7999999999999999,0.7999999999999999,1.0,1.0
10120,15,20,50,100,5,26,125.5,115.5,155.5,145.5,145.5,165.5,125.5,115.5,145.5,145.5,138.5,0.7692307692307693,0.7692307692307693,1.0,1.0
10120,15,20,50,100,5,27,125.5,115.5,155.5,145.5,145.5,165.5,125.5,115.5,145.5,145.5,138.5,0.7407407407407406,0.7407407407407406,1.0,1.0
10120,15,20,50,100,5,28,125.5,115.5,155.5,145.5,145.5,165.5,125.5,115.5,145.5,145.5,138.5,0.7142857142857143,0.7142857142857143,1.0,1.0
10120,15,20,50,100,5,29,125.5,115.5,155.5,145.5,145.5,165.5,125.5,115.5,145.5,145.5,138.5,0.6896551724137933,0.6896551724137933,1.0,1.0
10035,2,10,50,25,10,10,2.2,2.28,3.84,3.84,2.2,2.96,2.68,3.4,2.12,4.76,3.028,0.7525041625041625,0.8024475524475525,1.0,1.0
10035,2,10,50,25,10,11,2.2,2.28,3.84,3.84,2.2,2.96,2.68,3.4,2.12,4.76,3.028,0.6991758241758241,0.7443223443223442,1.0,1.0
10035,2,10,50,25,10,12,2.2,2.28,3.84,3.84,2.2,2.96,2.68,3.4,2.12,4.76,3.028,0.6628700711053653,0.6918040293040294,1.0,1.0
10035,2,10,50,25,10,13,2.2,2.28,3.84,3.84,2.2,2.96,2.68,3.4,2.12,4.76,3.028,0.6298062558356676,0.6636904761904762,1.0,1.0
10035,2,10,50,25,10,14,2.2,2.28,3.84,3.84,2.2,2.96,2.68,3.4,2.12,4.76,3.028,0.5845493636050912,0.618545751633987,1.0,1.0
10035,15,10,50,25,10,10,23.0,23.0,23.0,23.0,63.0,63.0,23.0,23.0,23.0,63.0,35.0,0.9940000000000001,1.0,0.9940000000000001,1.0
10035,15,10,50,25,10,11,23.0,23.0,23.0,23.0,63.0,63.0,23.0,23.0,23.0,63.0,35.0,0.909090909090909,0.909090909090909,1.0,1.0
10035,15,10,50,25,10,12,23.0,23.0,23.0,23.0,63.0,63.0,23.0,23.0,23.0,63.0,35.0,0.8333333333333333,0.8333333333333333,1.0,1.0
10035,15,10,50,25,10,13,23.0,23.0,23.0,23.0,63.0,63.0,23.0,23.0,23.0,63.0,35.0,0.7692307692307693,0.7692307692307693,1.0,1.0
10035,15,10,50,25,10,14,23.0,23.0,23.0,23.0,63.0,63.0,23.0,23.0,23.0,63.0,35.0,0.7142857142857143,0.7142857142857143,1.0,1.0
10060,2,10,50,50,10,10,11.12,7.24,8.36,5.68,6.08,3.84,6.8,5.4,7.28,6.2,6.799999999999999,0.742855477855478,0.8054445554445555,1.0,1.0
10060,2,10,50,50,10,11,11.12,7.24,8.36,5.68,6.08,3.84,6.8,5.4,7.28,6.2,6.799999999999999,0.6936667744020685,0.7289835164835166,1.0,1.0
10060,2,10,50,50,10,12,11.12,7.24,8.36,5.68,6.08,3.84,6.8,5.4,7.28,6.2,6.799999999999999,0.6493523306758601,0.6842032967032968,1.0,1.0
10060,2,10,50,50,10,13,11.12,7.24,8.36,5.68,6.08,3.84,6.8,5.4,7.28,6.2,6.799999999999999,0.6011472308221535,0.6301470588235294,1.0,1.0
10060,2,10,50,50,10,14,11.12,7.24,8.36,5.68,6.08,3.84,6.8,5.4,7.28,6.2,6.799999999999999,0.5725902992776057,0.6084150326797386,1.0,1.0
10060,15,10,50,50,10,10,128.0,88.0,88.0,88.0,48.0,48.0,48.0,48.0,88.0,48.0,72.0,0.992,1.0,0.992,1.0
10060,15,10,50,50,10,11,128.0,88.0,88.0,88.0,48.0,48.0,48.0,48.0,88.0,48.0,72.0,0.9054545454545455,0.909090909090909,0.9960000000000001,1.0
10060,15,10,50,50,10,12,128.0,88.0,88.0,88.0,48.0,48.0,48.0,48.0,88.0,48.0,72.0,0.8333333333333333,0.8333333333333333,1.0,1.0
10060,15,10,50,50,10,13,128.0,88.0,88.0,88.0,48.0,48.0,48.0,48.0,88.0,48.0,72.0,0.7692307692307693,0.7692307692307693,1.0,1.0
10060,15,10,50,50,10,14,128.0,88.0,88.0,88.0,48.0,48.0,48.0,48.0,88.0,48.0,72.0,0.7142857142857143,0.7142857142857143,1.0,1.0
10110,2,10,50,100,10,10,16.84,14.76,13.92,17.12,12.72,14.72,19.32,14.48,14.44,11.76,15.008000000000001,0.7626373626373626,0.8076923076923077,1.0,1.0
10110,2,10,50,100,10,11,16.84,14.76,13.92,17.12,12.72,14.72,19.32,14.48,14.44,11.76,15.008000000000001,0.7015842490842491,0.7434065934065934,1.0,1.0
10110,2,10,50,100,10,12,16.84,14.76,13.92,17.12,12.72,14.72,19.32,14.48,14.44,11.76,15.008000000000001,0.6510743912949796,0.6912087912087912,0.998,1.0
10110,2,10,50,100,10,13,16.84,14.76,13.92,17.12,12.72,14.72,19.32,14.48,14.44,11.76,15.008000000000001,0.6141830065359477,0.6426470588235295,1.0,1.0
10110,2,10,50,100,10,14,16.84,14.76,13.92,17.12,12.72,14.72,19.32,14.48,14.44,11.76,15.008000000000001,0.5733144134846921,0.6001633986928104,1.0,1.0
10110,15,10,50,100,10,10,258.0,98.0,258.0,138.0,218.0,138.0,178.0,178.0,178.0,98.0,174.0,0.966,1.0,0.966,1.0
10110,15,10,50,100,10,11,258.0,98.0,258.0,138.0,218.0,138.0,178.0,178.0,178.0,98.0,174.0,0.9054545454545453,0.909090909090909,0.9960000000000001,1.0
10110,15,10,50,100,10,12,258.0,98.0,258.0,138.0,218.0,138.0,178.0,178.0,178.0,98.0,174.0,0.8333333333333333,0.8333333333333333,1.0,1.0
10110,15,10,50,100,10,13,258.0,98.0,258.0,138.0,218.0,138.0,178.0,178.0,178.0,98.0,174.0,0.7692307692307693,0.7692307692307693,1.0,1.0
10110,15,10,50,100,10,14,258.0,98.0,258.0,138.0,218.0,138.0,178.0,178.0,178.0,98.0,174.0,0.7142857142857143,0.7142857142857143,1.0,1.0
10045,2,20,50,25,10,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6671528757568801,0.700513209856925,1.0,1.0
10045,2,20,50,25,10,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6446960880620829,0.6654079930081043,1.0,1.0
10045,2,20,50,25,10,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6244315614808974,0.649731182795699,1.0,1.0
10045,2,20,50,25,10,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6083906221335064,0.6272605083088955,1.0,1.0
10045,2,20,50,25,10,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.587225015128241,0.6030538168346518,1.0,1.0
10045,2,20,50,25,10,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5767029412308049,0.593898013750955,1.0,1.0
10045,2,20,50,25,10,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5542218532311411,0.5739285825973132,1.0,1.0
10045,2,20,50,25,10,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545462229827555,0.5687990511519924,1.0,1.0
10045,2,20,50,25,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5288384361169983,0.5424439477071055,1.0,1.0
10045,2,20,50,25,10,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5170988209499121,0.5336530862846651,1.0,1.0
10045,15,20,50,25,10,20,20.5,40.5,20.5,30.5,20.5,40.5,40.5,20.5,40.5,40.5,31.5,0.9890000000000001,1.0,0.9890000000000001,1.0
10045,15,20,50,25,10,21,20.5,40.5,20.5,30.5,20.5,40.5,40.5,20.5,40.5,40.5,31.5,0.9523809523809523,0.9523809523809523,1.0,1.0
10045,15,20,50,25,10,22,20.5,40.5,20.5,30.5,20.5,40.5,40.5,20.5,40.5,40.5,31.5,0.909090909090909,0.909090909090909,1.0,1.0
10045,15,20,50,25,10,23,20.5,40.5,20.5,30.5,20.5,40.5,40.5,20.5,40.5,40.5,31.5,0.8695652173913044,0.8695652173913044,1.0,1.0
10045,15,20,50,25,10,24,20.5,40.5,20.5,30.5,20.5,40.5,40.5,20.5,40.5,40.5,31.5,0.8333333333333333,0.8333333333333333,1.0,1.0
10045,15,20,50,25,10,25,20.5,40.5,20.5,30.5,20.5,40.5,40.5,20.5,40.5,40.5,31.5,0.7999999999999999,0.7999999999999999,1.0,1.0
10045,15,20,50,25,10,26,20.5,40.5,20.5,30.5,20.5,40.5,40.5,20.5,40.5,40.5,31.5,0.7692307692307693,0.7692307692307693,1.0,1.0
10045,15,20,50,25,10,27,20.5,40.5,20.5,30.5,20.5,40.5,40.5,20.5,40.5,40.5,31.5,0.7407407407407406,0.7407407407407406,1.0,1.0
10045,15,20,50,25,10,28,20.5,40.5,20.5,30.5,20.5,40.5,40.5,20.5,40.5,40.5,31.5,0.7142857142857143,0.7142857142857143,1.0,1.0
10045,15,20,50,25,10,29,20.5,40.5,20.5,30.5,20.5,40.5,40.5,20.5,40.5,40.5,31.5,0.6896551724137933,0.6896551724137933,1.0,1.0
10070,2,20,50,50,10,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.002,0.6765472953487415,0.697555190658639,1.0,1.0
10070,2,20,50,50,10,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.002,0.6517181654742997,0.6741723608241962,1.0,1.0
10070,2,20,50,50,10,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.002,0.6315567009491632,0.6566016112178515,1.0,1.0
10070,2,20,50,50,10,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.002,0.6076491398123276,0.625968173193031,1.0,1.0
10070,2,20,50,50,10,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.002,0.5939413722478238,0.6177800299005234,1.0,1.0
10070,2,20,50,50,10,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.002,0.5791326883354746,0.5960052202699261,1.0,1.0
10070,2,20,50,50,10,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.002,0.5533286908519106,0.5717086834733893,1.0,1.0
10070,2,20,50,50,10,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.002,0.5466154563368185,0.5639294314216914,1.0,1.0
10070,2,20,50,50,10,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.002,0.5294097683571368,0.5467971731129625,1.0,1.0
10070,2,20,50,50,10,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.002,0.5169719991542842,0.536723565670934,1.0,1.0
10070,15,20,50,50,10,20,55.5,55.5,85.5,45.5,75.5,55.5,85.5,45.5,65.5,115.5,68.5,0.9809999999999999,1.0,0.9809999999999999,1.0
10070,15,20,50,50,10,21,55.5,55.5,85.5,45.5,75.5,55.5,85.5,45.5,65.5,115.5,68.5,0.9485714285714286,0.9523809523809523,0.9960000000000001,1.0
10070,15,20,50,50,10,22,55.5,55.5,85.5,45.5,75.5,55.5,85.5,45.5,65.5,115.5,68.5,0.909090909090909,0.909090909090909,1.0,1.0
10070,15,20,50,50,10,23,55.5,55.5,85.5,45.5,75.5,55.5,85.5,45.5,65.5,115.5,68.5,0.8695652173913044,0.8695652173913044,1.0,1.0
10070,15,20,50,50,10,24,55.5,55.5,85.5,45.5,75.5,55.5,85.5,45.5,65.5,115.5,68.5,0.8333333333333333,0.8333333333333333,1.0,1.0
10070,15,20,50,50,10,25,55.5,55.5,85.5,45.5,75.5,55.5,85.5,45.5,65.5,115.5,68.5,0.7999999999999999,0.7999999999999999,1.0,1.0
10070,15,20,50,50,10,26,55.5,55.5,85.5,45.5,75.5,55.5,85.5,45.5,65.5,115.5,68.5,0.7692307692307693,0.7692307692307693,1.0,1.0
10070,15,20,50,50,10,27,55.5,55.5,85.5,45.5,75.5,55.5,85.5,45.5,65.5,115.5,68.5,0.7407407407407406,0.7407407407407406,1.0,1.0
10070,15,20,50,50,10,28,55.5,55.5,85.5,45.5,75.5,55.5,85.5,45.5,65.5,115.5,68.5,0.7142857142857143,0.7142857142857143,1.0,1.0
10070,15,20,50,50,10,29,55.5,55.5,85.5,45.5,75.5,55.5,85.5,45.5,65.5,115.5,68.5,0.6896551724137933,0.6896551724137933,1.0,1.0
10120,2,20,50,100,10,20,0.08,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.014000000000000002,0.6561387111220258,0.6856983950421103,1.0,1.0
10120,2,20,50,100,10,21,0.08,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.014000000000000002,0.6401932132950258,0.6586299592139415,1.0,1.0
10120,2,20,50,100,10,22,0.08,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.014000000000000002,0.6188743767301642,0.6435483870967742,1.0,1.0
10120,2,20,50,100,10,23,0.08,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.014000000000000002,0.5973796722990271,0.6218122879650395,1.0,1.0
10120,2,20,50,100,10,24,0.08,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.014000000000000002,0.5854350391447165,0.6087464164551452,1.0,1.0
10120,2,20,50,100,10,25,0.08,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.014000000000000002,0.5653303141228837,0.581707834649011,1.0,1.0
10120,2,20,50,100,10,26,0.08,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.014000000000000002,0.5505789891548405,0.5655310772957831,1.0,1.0
10120,2,20,50,100,10,27,0.08,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.014000000000000002,0.5372320323124522,0.5590809296691649,1.0,1.0
10120,2,20,50,100,10,28,0.08,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.014000000000000002,0.5219333207009715,0.5365831418462996,1.0,1.0
10120,2,20,50,100,10,29,0.08,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.04,0.014000000000000002,0.5091384564041818,0.5239705292336871,1.0,1.0
