n,d,k,rang,z,sigma,runk,runphi,Run 1 cost,Run 2 cost,Run 3 cost,Run 4 cost,Run 5 cost,Run 6 cost,Run 7 cost,Run 8 cost,Run 9 cost,Run 10 cost,Average,optimal cost,av prec,max prec,av recall,max recall,prec sd,recall sd
10035,2,10,50,25,1,10,0.5,354.71989796078907,992.0199628135675,268.77053885635763,267.41001388746884,252.04173939855664,222.33647207879787,345.942178760928,575.9890777709796,715.8964196568803,574.4796500654395,456.9605951249765,0.4027456739043026,0.609090909090909,0.681818181818182,0.67,0.75,0.03939393939393939,0.04333333333333335
10035,2,10,50,25,1,11,0.5,221.74699646032528,1005.2564624868456,140.85009868402688,424.2376144072086,206.4448243531718,366.81541847239464,477.0075957063212,663.0342411523401,338.2506988253161,163.2162702950438,400.68602208429945,0.4027456739043026,0.6027777777777777,0.6583333333333334,0.7233333333333334,0.79,0.046564040595111655,0.05587684871413409
10035,2,10,50,25,1,12,0.5,141.43513345247916,497.773386195235,494.1851536779836,479.6827602706216,209.09983907930408,551.0176108928515,434.5305851581317,477.85841355344184,311.1974582635853,297.30161549733384,389.40819560409676,0.4027456739043026,0.5512820512820512,0.6076923076923075,0.7166666666666667,0.79,0.046225016352102404,0.060092521257733185
10035,2,10,50,25,1,13,0.5,77.82769639256328,429.344352870042,285.90533092659575,333.0286635721061,375.51942400166536,211.35963450439155,332.2192385746136,598.8586891043386,521.2684086764561,274.3877040272396,343.9719142650012,0.4027456739043026,0.5309523809523808,0.5785714285714285,0.7433333333333334,0.8099999999999999,0.021428571428571404,0.03000000000000002
10035,2,10,50,25,1,14,0.5,326.3888582529472,135.71590835654413,154.09945054987926,498.34852895862196,339.1491078849478,270.33069440357104,72.60337013904514,416.71878163934053,406.0505513181435,129.8522017119326,274.92574532149735,0.4027456739043026,0.531111111111111,0.5799999999999998,0.7966666666666666,0.8700000000000001,0.03906310184721541,0.05859465277082318
10035,2,10,50,25,1,10,1,253.2214278681722,365.227994562641,534.928761355763,197.3501844205331,503.3064112251406,440.3974504570072,565.2885113187479,729.8578214568411,710.5556093503766,204.36279014378746,450.4496962159011,0.4027456739043026,0.6151515151515151,0.7090909090909092,0.6766666666666666,0.78,0.059149155442251966,0.06506407098647714
10035,2,10,50,25,1,11,1,472.96262754137865,970.2782330175925,453.8244856586228,262.36717781241305,292.8733452723107,500.2836679391664,291.9721881339894,612.1137629161937,506.0754156633193,273.2833849630785,463.60342889180646,0.4027456739043026,0.6027777777777777,0.675,0.7233333333333334,0.8099999999999999,0.04976798018658035,0.059721576223896435
10035,2,10,50,25,1,12,1,294.43511667060346,341.80785251475726,749.6392302891537,435.8906671988061,630.9485694618348,328.96579157057323,324.7549613407893,533.3499776094133,528.0113998696246,383.4334773223339,455.12370438478894,0.4027456739043026,0.5743589743589743,0.6461538461538462,0.7466666666666666,0.8400000000000001,0.04615384615384617,0.06000000000000003
10035,2,10,50,25,1,13,1,287.9805101566769,292.9139204897826,140.1636446836217,153.53639637812793,423.4436470255314,245.5608571511913,300.54418469515207,642.9884699797541,409.13923337298166,74.20749170634718,297.04783556391675,0.4027456739043026,0.569047619047619,0.6142857142857143,0.7966666666666667,0.86,0.03603034750100372,0.05044248650140519
10035,2,10,50,25,1,14,1,233.54572266809234,818.910150544043,249.9415502110226,386.2402857596447,549.4458928310858,384.1947067531214,246.96711861341092,346.2151783286534,539.6014806231475,26.051291404456162,378.11133777366774,0.4027456739043026,0.5244444444444444,0.5866666666666666,0.7866666666666667,0.8800000000000001,0.04682512779045661,0.07023769168568494
