n,d,k,rang,z,sigma,Run 1 cost,Run 2 cost,Run 3 cost,Run 4 cost,Run 5 cost,Run 6 cost,Run 7 cost,Run 8 cost,Run 9 cost,Run 10 cost,Average,example1,example2,example3
9985,15,20,50,25,10,1231.8158873010466,1459.6791245364782,1330.8404932143847,1446.844704094898,1413.0492777341656,1479.325332859058,1325.3446583375824,1265.7466348664898,1475.3328094957117,1324.847516648355,1375.282643908817,0.0,195.2,44431.4
9990,15,20,50,50,1,401.46598289207077,523.4033892638596,616.4659352273549,173.3297933808029,197.95739655813722,312.93187952931663,297.6981322726262,379.2183828732045,107.75005521700521,450.91947890213635,346.1140426116514,0.0,197.9,50035.7
10000,2,10,50,100,1,16.88875419446421,59.698620261185724,46.7705156838214,28.48880138777107,64.20942152513663,15.27645199888051,27.815663538806977,97.14452821711603,27.14315746779401,74.89443111832486,45.83303453933014,0.0,230.8,64836.8
10000,15,20,50,100,5,1398.541416731198,1980.2320839169777,687.5046044989048,1937.529952231325,910.7345466679748,1098.9077634039168,673.7670316493745,961.729547988629,1322.9259480865162,779.7873388871561,1175.1660234061974,0.0,193.3,45841.3
9995,2,10,50,25,5,401.131094888275,508.3669753331578,374.71686506664355,253.36929763873198,194.51581139892022,235.42478101347697,298.30808810977527,382.92177846329844,291.62019950163517,251.35078802150593,319.17256794354205,0.0,146.8,31228.2
10000,2,10,50,50,10,715.2200976957183,551.3315875549126,764.003061448227,535.866908113462,737.3421773419819,618.241398908807,621.4319665861474,579.5348823189371,567.4153704028599,535.8881883695854,622.6275638740639,0.0,195.0,47928.2
10000,2,20,50,100,1,93.91407134843028,62.892568003772425,78.53790938395105,57.321963217008765,82.17932426799183,81.79597616222553,85.07436410453151,170.48206988839942,26.227506397461003,98.52718828497639,83.69529410587482,0.0,181.4,39803.0
10000,2,10,50,100,10,569.2783720395043,628.4878803645787,584.1032869870598,579.5324404445432,760.7870921451487,592.8111528780579,725.6255791612333,558.9525585562276,1031.6820652151846,620.8133114077034,665.2073739199242,0.0,169.2,40277.8
10000,2,20,50,100,5,463.39096361845964,347.0180766439482,517.5287832362834,460.2193337957777,430.5424077129698,454.4888148412691,498.11478188311827,498.0867363089094,440.06543392868264,289.62982436779373,439.9085156337212,0.0,190.8,45731.4
9990,2,20,50,50,5,506.19048962795273,427.3404955501456,454.8565330512571,412.8558971269932,341.316987577899,464.56856591002855,454.3930255783035,545.8718705778817,596.4152979763343,499.49047666456966,470.32996396413654,0.0,222.1,55426.3
9990,15,20,50,50,5,1351.5936986559807,920.2447236644966,563.5668591654345,1349.8138653914273,735.1712387103397,1079.5311801343344,1668.3607641494582,869.2573590664383,396.57775525159917,716.279232863721,965.0396677053229,0.0,202.3,51746.7
9995,15,10,50,25,1,1.329331226650166,1.328173529108913,93.11256489839946,1.3316475715455534,108.47125725423676,1.3282906734183693,163.162147862159,713.5659286194073,371.9142229767175,353.3546779092217,180.88982425208647,0.0,275.3,81585.1
9985,2,20,50,25,5,535.9303884859269,533.7795389434326,479.5128339350289,449.3510404519615,432.32278048116484,523.9467629999341,475.4975188806968,507.88952241175235,577.3875733133508,439.908125751128,495.5526085654377,0.0,253.8,67909.4
