n,d,k,rang,z,sigma,runk,runphi,Run 1 cost,Run 2 cost,Run 3 cost,Run 4 cost,Run 5 cost,Run 6 cost,Run 7 cost,Run 8 cost,Run 9 cost,Run 10 cost,Average,optimal cost,av prec,max prec,av recall,max recall,prec sd,recall sd,cost,cr,cost sd,cr sd
12020,15,20,50,2000,5,25,1.0,1349372.1890052005,1339935.265799043,1344838.4681569072,1407794.9426780168,1367892.8306526328,1430716.6760995947,1443284.695382825,1383505.172083607,1456292.2180241544,1453846.5771681033,1397747.9035050087,141879.6865299116,0.9977,0.9987,0.9977,0.9987,1397747.9035050087,0.6183333333333334,0.0005364492313143751,0.0005364492313143751,0.0007810249675906818,44059.14238888687
12020,15,20,50,2000,5,26,1.0,1422129.8280982112,1435703.9733172553,1318672.061890029,1479512.4126039278,1352715.6415530534,1334761.2829658196,1352761.9332160808,1383149.9580511954,1362582.8068056654,1415480.8317615513,1385747.073026279,141879.6865299116,0.9976333333333333,0.9986499999999999,0.9976333333333333,0.9986499999999999,1385747.073026279,0.64,0.0005517648452415531,0.0005517648452415531,0.0003905124837953267,48287.12367098003
12020,15,20,50,2000,5,27,1.0,1365553.2788174753,1316344.7279212733,1368031.653267735,1379324.6610778521,1366417.8399286077,1279123.6141767164,1397310.4129229311,1347830.09562627,1329218.6879507012,1269500.7834428223,1341865.5755132386,141879.6865299116,0.9980666666666668,0.9989000000000001,0.9980666666666668,0.9989000000000001,1341865.5755132386,0.6683333333333333,0.0005878397362849505,0.0005878397362849505,0.0004358898943540728,40430.121763716146
12020,15,20,50,2000,5,28,1.0,1337168.4123312933,1354224.0895373363,1240028.557166768,1390740.0185227985,1268971.7967278275,1312938.003419565,1314688.4259161085,1368337.3563476044,1251485.6219047697,1318927.656183619,1315750.9938057691,141879.6865299116,0.9979500000000001,0.9987,0.9979500000000001,0.9987,1315750.9938057691,0.7016666666666667,0.00040173235977313297,0.00040173235977313297,0.0006403124237432872,47327.49320377581
12020,15,20,50,2000,5,29,1.0,1261236.8715383234,1371360.9562902162,1332879.7990702286,1379146.152555878,1260673.5305469944,1400537.703348944,1338922.7911753661,1287703.9337439628,1364142.3399374445,1256728.8287525352,1325333.2906959893,141879.6865299116,0.9977333333333332,0.99875,0.9977333333333332,0.99875,1325333.2906959893,0.6883333333333335,0.0008439325934114814,0.0008439325934114814,0.0006020797289396315,51797.31328318401
12020,15,20,50,2000,5,30,1.0,1298499.273548812,1281200.7409753154,1275957.8216887128,1464136.0978880709,1294041.94611506,1313870.8497015005,1327833.679839802,1282810.1383253166,1290631.1336807616,1331568.216501183,1316054.9898264534,141879.6865299116,0.99745,0.9983000000000001,0.99745,0.9983000000000001,1316054.9898264534,0.7033333333333334,0.0007304869000270857,0.0007304869000270857,0.0006782329983125208,52610.98194187928
12020,15,20,50,2000,5,31,1.0,1242199.8633406346,1296851.8087278155,1296148.1900151114,1376621.580080211,1368751.2026757519,1299662.3005731506,1377947.51945609,1278383.896801025,1296990.8349083897,1287501.1053976577,1312105.830197584,141879.6865299116,0.9974833333333333,0.9983000000000001,0.9974833333333333,0.9983000000000001,1312105.830197584,0.7050000000000001,0.0005398044913567362,0.0005398044913567362,0.0007141428428542764,43824.82138070688
12020,15,20,50,2000,5,32,1.0,1309302.4642492633,1253465.09072298,1310122.8295485594,1220605.6766393522,1212675.7293803648,1356640.6032611595,1177410.0723722912,1238324.2817337452,1380535.664582485,1376575.9565678616,1283565.836905806,141879.6865299116,0.9972666666666667,0.9984,0.9972666666666667,0.9984,1283565.836905806,0.7300000000000001,0.0005280993172584953,0.0005280993172584953,0.0007348469228349526,69262.46304234223
12020,15,20,50,2000,5,33,1.0,1215663.8105628088,1306742.3342822124,1313992.1373485683,1276923.499162432,1260907.8308985836,1328541.8347442045,1314536.6716678373,1336625.4208657725,1303203.1386621029,1325227.070403757,1298236.374859828,141879.6865299116,0.9974833333333333,0.9982,0.9974833333333333,0.9982,1298236.374859828,0.7183333333333335,0.000518812747209139,0.000518812747209139,0.0005567764362830087,35210.06738609479
12020,15,20,50,2000,5,34,1.0,1268442.349889049,1220864.1940172089,1296351.3015481357,1270301.6250742693,1210377.0975450475,1268609.5530583004,1363382.9554884254,1305025.1257935471,1301361.8063759743,1264419.279252519,1276913.5288042475,141879.6865299116,0.9973000000000001,0.998,0.9973000000000001,0.998,1276913.5288042475,0.7383333333333333,0.0005206833117271362,0.0005206833117271362,0.0005916079783099621,41414.8934138725
12020,15,20,50,2000,5,35,1.0,1282080.4016926535,1167769.777321881,1307848.6220921979,1233157.4692590768,1210907.5889550457,1140067.3319735264,1265185.7213206624,1214379.4705379708,1264680.2634983994,1258807.5693040946,1234488.4215955506,141879.6865299116,0.9971500000000001,0.9977500000000001,0.9971500000000001,0.9977500000000001,1234488.4215955506,0.7783333333333333,0.00029297326385411193,0.00029297326385411193,0.0004031128874149244,49417.53204435213
12020,15,20,50,2000,5,36,1.0,1325713.317485665,1249679.970806695,1261821.0292291967,1305893.490828829,1254767.533814466,1204747.4221570368,1228335.6493838888,1218164.0680309564,1270319.4495841397,1319697.1740436433,1263913.9105364517,141879.6865299116,0.9969166666666667,0.9977499999999999,0.9969166666666667,0.9977499999999999,1263913.9105364517,0.7533333333333333,0.0005540256712864761,0.0005540256712864761,0.0006020797289396315,39855.276666219426
12020,15,20,50,2000,5,37,1.0,1217632.1902550801,1176969.9023901036,1269441.0055662757,1336502.124322053,1233020.0231169774,1187348.0487824453,1206301.4750497888,1248922.7447943287,1243931.1931491164,1277336.4508337115,1239740.515825988,141879.6865299116,0.9970000000000001,0.9980500000000001,0.9970000000000001,0.9980500000000001,1239740.515825988,0.7733333333333333,0.0006454972243679035,0.0006454972243679035,0.0007889866919029703,44830.22467908975
12020,15,20,50,2000,5,38,1.0,1162326.9395000322,1210807.0047541691,1175335.109764951,1320593.9354347405,1167770.8853922219,1226804.3236551927,1292729.332181061,1278991.7109114898,1261052.2028373445,1299164.0648596573,1239557.5509290858,141879.6865299116,0.99705,0.9982500000000002,0.99705,0.9982500000000002,1239557.5509290858,0.7766666666666666,0.0006413960468297826,0.0006413960468297826,0.0006020797289396176,55853.19760168618
12020,15,20,50,2000,5,39,1.0,1215675.8577758288,1189554.5297453264,1211038.7201676734,1267538.1307465553,1256995.5120031175,1228229.8007776977,1142727.0471599149,1175457.592335346,1207353.9304116708,1220081.1771781298,1211465.2298301258,141879.6865299116,0.9965833333333333,0.9975500000000002,0.9965833333333333,0.9975500000000002,1211465.2298301258,0.8,0.0005688682721958369,0.0005688682721958369,0.0008200609733428291,34797.7625340452
